word,shift
关进去,0.279213
双拳,0.279059
指桑骂槐,0.279044
费德勒,0.279000
家乡话,0.278869
鸡犬不宁,0.278690
兴奋期,0.278569
护膝,0.278440
天龙座,0.278203
福银,0.277970
管弦,0.277908
祸国,0.277898
页数,0.277741
独立式,0.277356
幢幢,0.276971
淡水湖,0.276947
英国大使馆文化教育处,0.276863
戏中戏,0.276721
合伙制,0.276544
逛荡,0.276439
怒火中烧,0.276242
有背景,0.276106
冰片,0.276095
杜丽娘,0.275897
捡点,0.275864
友成,0.275841
书堆,0.275796
除湿,0.275752
戚戚,0.275649
哭哭啼啼,0.275622
西至,0.275558
废话连篇,0.275517
比降,0.275488
难驾驭,0.275407
阎罗王,0.275237
汤菜,0.274982
铺货,0.274946
足踝,0.274821
怡情养性,0.274805
解放西路,0.274782
驾乘者,0.274712
科技类,0.274608
晃着,0.274600
葛长银,0.274570
席地,0.274332
悬臂,0.274088
诊疗费,0.274079
八分饱,0.274021
田园诗,0.273923
锦簇,0.273923
尖叫声,0.273882
边塞诗,0.273857
广珠,0.273834
吃喜糖,0.273825
输完,0.273521
基准价,0.273146
心比天高,0.273109
根竹,0.272849
刚会,0.272712
文明展,0.272677
还骂,0.272660
童叟,0.272651
食品包装,0.272472
促发,0.272284
腥膻,0.272242
风景图,0.272058
马拉拉,0.272008
扰动,0.271938
出出气,0.271864
小花园,0.271807
换乘站,0.271522
参展者,0.271477
利古里亚,0.271419
马尔康,0.271332
楔形,0.271321
主场地,0.271189
山高水远,0.271068
嬉皮笑脸,0.270855
蛋形,0.270297
大萧条,0.270146
拉普兰,0.270067
杯底,0.269842
桑椹,0.269830
知足者,0.269695
鱼死网破,0.269668
上床睡觉,0.269655
广告代言,0.269652
三尖瓣,0.269592
手大,0.269587
空心砖,0.269529
必经阶段,0.269414
坠地,0.269211
发乎,0.269162
脏兮兮,0.269070
操作能力,0.269032
滑索,0.269003
北国风光,0.268844
弼马温,0.268737
徇私枉法,0.268564
蒹葭,0.268408
灵敏性,0.268017
忽隐忽现,0.267997
大雨倾盆,0.267843
浅水区,0.267814
绍酒,0.267528
大豆油,0.267492
吸附作用,0.267465
三圣乡,0.267350
露齿,0.267299
岩浆,0.267277
中长线,0.267246
洞见,0.267054
空幻,0.267040
尖顶,0.266822
上海译文出版社,0.266507
难为人,0.266485
面酱,0.266198
出版业务,0.266150
脚掌,0.266130
空座位,0.265997
林荫路,0.265831
热食,0.265667
山势,0.265420
签字笔,0.265277
西有,0.265088
巴西龟,0.264933
皱着眉头,0.264589
爽直,0.264557
培训费,0.264518
厚嘴唇,0.264051
西城区政府,0.263932
喷云吐雾,0.263899
春雨绵绵,0.263746
灭国,0.263594
生态景观,0.263541
遗恨,0.263389
苦口,0.263235
聊天记录,0.263066
余丈,0.263013
敢写,0.263012
叔伯,0.262978
气步枪,0.262500
太笨,0.262134
鄙陋,0.262014
班贝格,0.261578
说得有理,0.261400
滴眼药,0.261373
生涯规划,0.260982
邵老,0.260767
嘘声,0.260673
误食,0.260568
交流心得,0.260264
盲打,0.259780
街灯,0.259620
立方体,0.259416
阿尔泰山,0.259396
内瓤,0.259207
党听,0.259109
西单北大街,0.259048
知音难觅,0.258841
解构主义,0.258775
爆玉米花,0.258697
幽然,0.258651
中后卫,0.258544
了无生趣,0.258518
真死,0.258325
车毁人亡,0.258217
水榭,0.258092
父女关系,0.258086
郑开,0.258012
消费额,0.257619
迂腐,0.257411
奇拉维特,0.257342
重剑,0.257172
华庭,0.257113
南海子,0.257035
体毛,0.256798
输进去,0.256689
竹是,0.256520
喀斯特地貌,0.256326
商业城市,0.256118
隔板,0.255876
祸兮福所倚,0.255749
金丝燕,0.255651
翻毛,0.255499
悬崖绝壁,0.255481
甲秀楼,0.255330
访谈实录,0.255146
花岛,0.254870
男中音,0.254718
圣器,0.254676
战列舰,0.254534
逝水,0.254420
舒伯特,0.254119
减震,0.254088
疑神疑鬼,0.254052
香气扑鼻,0.254025
花如,0.253830
佛身,0.253666
一屁股债,0.253632
丘疹,0.253605
春睡,0.253542
拱型,0.253246
话里有话,0.252963
不睬,0.252905
泮池,0.252881
公寓式,0.252753
裸聊,0.252696
质料,0.252431
美国国家安全局,0.252022
胸骨,0.251991
刮下,0.251905
付账,0.251628
纹饰,0.251568
求善,0.251468
愉悦感,0.251432
科普类,0.251374
变厚,0.251322
音乐中心,0.251311
香魂,0.251287
折扣票,0.251259
通幽,0.251169
涌出来,0.251116
缺锌,0.250803
相互辉映,0.250705
朴泰桓,0.250684
钢笔字,0.250606
八珍,0.250456
下楼梯,0.250239
什刹海体校,0.249395
骨盆,0.249046
张天师,0.248713
禁火,0.248560
主道,0.248392
悲凄,0.248204
明帝,0.248176
涂着,0.247634
一忙,0.247296
火鸡肉,0.247141
才疏学浅,0.247132
清水岩,0.247017
可执行性,0.246955
达令港,0.246871
电子机票,0.246849
两颊,0.246605
液晶电视,0.246603
腮帮子,0.246469
尿道,0.246387
荒蛮,0.246375
鸟叫声,0.246272
热胀冷缩,0.246122
课程班,0.246038
五四广场,0.246002
千里冰封,0.245885
避震器,0.245799
郁金,0.245574
明白事理,0.245487
刘兰芳,0.245432
游得,0.245414
遮上,0.245314
男保姆,0.245204
瓜肉,0.245114
悬疑片,0.244844
陶瓷博物馆,0.244307
棋子湾,0.244268
粘滞,0.244263
喊救命,0.244049
至情至性,0.243994
抿着嘴,0.243942
香炉山,0.243889
扎起来,0.243135
古榕,0.243068
古戏楼,0.243017
奥迪公司,0.242880
奶汤,0.242770
苤蓝,0.242744
鱼中,0.242599
司汤达,0.242595
前腰,0.242522
调温,0.242490
淡去,0.242472
该事,0.242250
印经院,0.242112
山系,0.241948
轿厢,0.241826
非核心,0.241808
银带,0.241527
闷得,0.241409
小床,0.241116
中西方,0.241053
珙桐,0.241035
熏心,0.240913
伤风感冒,0.240675
爬下,0.240283
西缘,0.240257
回得,0.240141
无能之辈,0.240085
节目策划,0.240007
握把,0.239916
保鲜袋,0.239799
雪芽,0.239650
糙米饭,0.239560
骗她,0.239493
横斜,0.239316
焚稿,0.238987
花梨木,0.238821
程颐,0.238722
维塔斯,0.238332
书圣,0.238296
搅拌车,0.238285
体液,0.238260
吐掉,0.238193
飘蓬,0.238083
常留,0.238046
国家栋梁,0.237669
顾随,0.237616
大开大合,0.237528
酒味,0.236970
倪瓒,0.236764
过房,0.236651
桨声,0.236468
耍嘴皮子,0.235770
葛岭,0.235756
赏灯,0.235561
性暗示,0.235553
腰骨,0.235370
喜迎春,0.234943
波兹曼,0.234639
风湿性关节炎,0.234465
架构设计,0.234369
艳艳的,0.234264
花裙,0.234188
激灵,0.234142
食饮,0.234126
敌楼,0.233827
送春,0.233382
泡沫箱,0.233017
粘糊糊,0.232937
口服避孕药,0.232937
土蜂蜜,0.232652
保护剂,0.232602
麻又,0.232517
切细,0.232390
未亡人,0.232149
信王,0.231865
花港,0.231813
花树下,0.231725
铁栏杆,0.231651
头冠,0.231630
双冠王,0.231482
曾诚,0.231451
治感冒,0.231266
喷香的,0.231230
凉如水,0.231077
俞孔坚,0.230829
干云,0.230787
犯了错,0.230783
时许,0.230683
白驹过隙,0.230073
缥缈,0.229868
鱼菜,0.229629
地灵人杰,0.229620
妆饰,0.229549
扭捏,0.229475
空落落,0.229168
水经注,0.229145
空中缆车,0.229045
辛卯,0.228828
水迹,0.228798
寡味,0.228671
法律硕士,0.228635
啜饮,0.228631
行车道,0.228173
皇极,0.228169
小键盘,0.228064
天高气爽,0.227725
轻资产,0.227525
相汇,0.227456
体验性,0.227429
有毒气体,0.227326
忽闻,0.227054
缺阵,0.226921
雾灯,0.226540
糊住,0.226428
倚楼,0.226014
礼部,0.225959
自怨,0.225608
江苏舜天,0.224958
食草动物,0.224536
外在美,0.224362
踹开,0.223230
发晕,0.223186
哀而不伤,0.222955
抹不掉,0.222702
支乐队,0.222537
宫观,0.222484
团结湖公园,0.222392
黄沙中,0.222353
表现主义,0.222256
卷轴画,0.221875
饿极了,0.221510
卖淫罪,0.221462
靠窗户,0.221226
两房一厅,0.221131
功夫梦,0.220982
火山带,0.220955
文不对题,0.220348
类型化,0.219881
中山大道,0.219261
顾彬,0.218442
大山子,0.218220
缩着,0.218146
数枝,0.218098
残枝,0.218092
桃红柳绿,0.217979
传奇一生,0.217910
宋高宗,0.217862
氦气球,0.217542
噪杂,0.217487
惟以,0.217258
发飘,0.217147
奸人,0.217105
旋律优美,0.216989
菜梗,0.216885
整体感,0.216524
膻气,0.216274
有点痛,0.216230
多咱,0.216178
待机时间,0.216173
潭底,0.216162
端丽,0.216151
以泪洗面,0.215805
流水声,0.215575
母丑,0.215434
前滚翻,0.215139
彩光,0.214297
烽燧,0.214221
天河城,0.214016
水藻,0.213964
鼎峙,0.213937
阿尔泰山脉,0.213899
猛火,0.213672
团圆夜,0.212412
抗酸,0.212158
清嗓子,0.212042
牛形,0.211765
禾花雀,0.211434
音域,0.211379
君子好逑,0.211197
费曼,0.211163
叶柄,0.210757
耆那教,0.210649
玉带桥,0.210594
双石镇,0.210282
混合液,0.210249
腿疼,0.209850
拉客户,0.209570
法兰西岛,0.209046
叫个不停,0.208956
阿塔卡马,0.208684
入海处,0.208480
入境游,0.208003
街衢,0.207946
自怨自艾,0.207859
即时性,0.207833
短大衣,0.207431
玩枪,0.207241
飘落在,0.206920
贵得,0.206829
藏蓝色,0.206821
武庙,0.206818
滞涨,0.206770
拆线,0.206633
传位,0.206559
平举,0.206474
颛顼,0.206450
南礼士路,0.206233
残梦,0.204305
梅兰竹菊,0.204161
里料,0.203850
怨别,0.203781
辩方,0.203302
血行,0.203210
油费,0.202307
药用价值,0.201270
吐吐,0.201227
皮下组织,0.201001
家酿,0.200329
细胞再生,0.200077
说了半天,0.199482
五香牛肉,0.198970
右膝盖,0.198686
大脑神经,0.198267
增压器,0.197058
加油声,0.197023
乍暖,0.196390
粗饭,0.196085
石灰质,0.195727
明澈,0.195618
那雪,0.195161
硅油,0.195049
深紫色,0.194932
漱漱,0.194769
小偷儿,0.194382
浣衣,0.194054
含胸,0.193758
牙龈炎,0.193595
金丝边,0.193361
仪表堂堂,0.193256
秋水共长天一色,0.192352
卒于,0.191606
吸湿,0.191120
雷雨大风,0.190139
毗卢,0.189397
劳损,0.189278
古尔沟,0.189087
全线产品,0.188760
充电电池,0.188375
加湿,0.188307
磷脂,0.187990
润肠,0.187752
萝卜条,0.186237
恬美,0.186015
抓伤,0.184990
逆向行驶,0.184683
浮游植物,0.184175
北高南,0.183495
映照在,0.182879
乳黄,0.181963
自大狂,0.181153
满湖,0.180685
山兰,0.180085
紫甘蓝,0.179904
磨细,0.179440
米黄,0.179185
车筐,0.179164
笋丝,0.179018
学位证,0.178473
西之岛,0.177745
洛神赋,0.176480
林打叶,0.175970
月光曲,0.175571
瓜子壳,0.174902
上海中心气象台,0.173216
宫殿式,0.171423
素裹,0.169028
银熊奖,0.167561
微风吹拂,0.166222
爬动,0.164250
奇花异卉,0.164163
油酸,0.163889
唐模村,0.163596
敕建,0.163129
内膜,0.160998
健脾胃,0.160908
缺德事,0.160304
唇形科,0.159768
蜂飞蝶舞,0.156564
内服,0.153339
悠悠扬扬,0.152835
奇峰怪石,0.145988
皂苷,0.144924
研成,0.142278
致畸,0.142105
啁啾,0.139896
出虚汗,0.139111
欧联杯,0.137368
脂肪组织,0.135614
柱廊,0.134778
帕格尼尼,0.125505
罗马式,0.101646
